method,pi,piN,piNpiS,piS,seqname,slice_start,slice_stop,type,piNorS,piNSsite
NG86,0.0,0.0,0.0,0.0,CYTB,266,267,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,267,268,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,268,269,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,269,270,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,CYTB,270,271,observed,piS,270.0
NG86,0.0,0.0,0.0,0.0,CYTB,271,272,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,272,273,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,273,274,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,274,275,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,275,276,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,276,277,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,277,278,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,278,279,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,279,280,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,280,281,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,281,282,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,282,283,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,283,284,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,284,285,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,285,286,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,286,287,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,287,288,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,288,289,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,289,290,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,290,291,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,291,292,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,292,293,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,293,294,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,294,295,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,295,296,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,296,297,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,297,298,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,298,299,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,299,300,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,300,301,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,301,302,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,CYTB,302,303,observed,piS,302.0
NG86,0.0,0.0,0.0,0.0,CYTB,303,304,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,304,305,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,305,306,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,306,307,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,307,308,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,308,309,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,309,310,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,310,311,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,311,312,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,CYTB,312,313,observed,piS,312.0
NG86,0.0,0.0,0.0,0.0,CYTB,313,314,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,314,315,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,315,316,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,316,317,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,317,318,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,318,319,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,319,320,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,320,321,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,321,322,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,322,323,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,323,324,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,324,325,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,325,326,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,326,327,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,327,328,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,328,329,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,329,330,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,330,331,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,331,332,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,332,333,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,333,334,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,334,335,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,335,336,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,336,337,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,337,338,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,338,339,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,339,340,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,340,341,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,341,342,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,342,343,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,343,344,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,344,345,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,345,346,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,346,347,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,347,348,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,348,349,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,349,350,observed,,
NG86,0.0,0.0,0.0,0.0,CYTB,350,351,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,0,1,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,1,2,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,2,3,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,3,4,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,4,5,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,5,6,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,6,7,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,7,8,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,8,9,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,9,10,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,10,11,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,11,12,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,12,13,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,13,14,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,14,15,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,15,16,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,16,17,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,17,18,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,18,19,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,19,20,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,20,21,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,21,22,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,22,23,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,23,24,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,24,25,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,25,26,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,26,27,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,27,28,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,28,29,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,29,30,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,30,31,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,31,32,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,32,33,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,33,34,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,34,35,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,35,36,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,36,37,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,37,38,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,38,39,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,39,40,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,40,41,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,41,42,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,42,43,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,43,44,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,44,45,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,45,46,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,46,47,observed,piS,46.0
NG86,0.0,0.0,0.0,0.0,ND1,47,48,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,48,49,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,49,50,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,50,51,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,51,52,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,52,53,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,53,54,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,54,55,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,55,56,observed,piS,55.0
NG86,0.0,0.0,0.0,0.0,ND1,56,57,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,57,58,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,58,59,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,59,60,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,60,61,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,61,62,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,62,63,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,63,64,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,64,65,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,65,66,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,66,67,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,67,68,observed,piS,67.0
NG86,0.0,0.0,0.0,0.0,ND1,68,69,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,69,70,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,70,71,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,71,72,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,72,73,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,73,74,observed,piS,73.0
NG86,0.0,0.0,0.0,0.0,ND1,74,75,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,75,76,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,76,77,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,77,78,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,78,79,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,79,80,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,80,81,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,81,82,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,82,83,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,83,84,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,84,85,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,85,86,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,86,87,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,87,88,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,88,89,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,89,90,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,90,91,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,91,92,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,92,93,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,93,94,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,94,95,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,95,96,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,96,97,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,97,98,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,98,99,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,99,100,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,100,101,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,101,102,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,102,103,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,103,104,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,104,105,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,105,106,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,106,107,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,107,108,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,108,109,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,109,110,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,110,111,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,111,112,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,112,113,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,113,114,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,114,115,observed,piS,114.0
NG86,0.0,0.0,0.0,0.0,ND1,115,116,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,116,117,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,117,118,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,118,119,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,119,120,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,120,121,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,121,122,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,122,123,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,123,124,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,124,125,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,125,126,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,126,127,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,127,128,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,128,129,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,129,130,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,130,131,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,131,132,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,132,133,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,133,134,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,134,135,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,135,136,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,136,137,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,137,138,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,138,139,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,139,140,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,140,141,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,141,142,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,142,143,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,143,144,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,144,145,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,145,146,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,146,147,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,147,148,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,148,149,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,149,150,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,150,151,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,151,152,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,152,153,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,153,154,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,154,155,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,155,156,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,156,157,observed,piS,156.0
NG86,0.0,0.0,0.0,0.0,ND1,157,158,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,158,159,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,159,160,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,160,161,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,161,162,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,162,163,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,163,164,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,164,165,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,165,166,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,166,167,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,167,168,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,168,169,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,169,170,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,170,171,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,171,172,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,172,173,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,173,174,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,174,175,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,175,176,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,176,177,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,177,178,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,178,179,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,179,180,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,180,181,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,181,182,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,182,183,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,183,184,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,184,185,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,185,186,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,186,187,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,187,188,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,188,189,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,189,190,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,190,191,observed,piS,190.0
NG86,0.0,0.0,0.0,0.0,ND1,191,192,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,192,193,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,193,194,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,194,195,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,195,196,observed,piS,195.0
NG86,0.0,0.0,0.0,0.0,ND1,196,197,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,197,198,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,198,199,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,199,200,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,200,201,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,201,202,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,202,203,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,203,204,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,204,205,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,205,206,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,206,207,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,207,208,observed,piS,207.0
NG86,0.0,0.0,0.0,0.0,ND1,208,209,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,209,210,observed,,
NG86,0.1111111111111111,0.0,-0.0,-0.3333333333333333,ND1,210,211,observed,piS,210.0
NG86,0.0,0.0,0.0,0.0,ND1,211,212,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,212,213,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,213,214,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,214,215,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,215,216,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,216,217,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,217,218,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,218,219,observed,piS,218.0
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,219,220,observed,piS,219.0
NG86,0.0,0.0,0.0,0.0,ND1,220,221,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,221,222,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,222,223,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,223,224,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,224,225,observed,piS,224.0
NG86,0.0,0.0,0.0,0.0,ND1,225,226,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,226,227,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,227,228,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,228,229,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,229,230,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,230,231,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,231,232,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,232,233,observed,piS,232.0
NG86,0.0,0.0,0.0,0.0,ND1,233,234,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,234,235,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,235,236,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,236,237,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,237,238,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,238,239,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,239,240,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,240,241,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,241,242,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,242,243,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,243,244,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,244,245,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,245,246,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,246,247,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,247,248,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,248,249,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,249,250,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,250,251,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,251,252,observed,piS,251.0
NG86,0.14814814814814814,0.3185038150091453,0.0,0.0,ND1,252,253,observed,piN,252.0
NG86,0.0,0.0,0.0,0.0,ND1,253,254,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,254,255,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,255,256,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,256,257,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,257,258,observed,piS,257.0
NG86,0.0,0.0,0.0,0.0,ND1,258,259,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,259,260,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,260,261,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,261,262,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,262,263,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,263,264,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,264,265,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,265,266,observed,piS,265.0
NG86,0.0,0.0,0.0,0.0,ND1,266,267,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,267,268,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,268,269,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,269,270,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,270,271,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,271,272,observed,piS,271.0
NG86,0.0,0.0,0.0,0.0,ND1,272,273,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,273,274,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,274,275,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,275,276,observed,,
NG86,0.14814814814814814,0.0,-0.0,-0.4444444444444444,ND1,276,277,observed,piS,276.0
NG86,0.0,0.0,0.0,0.0,ND1,277,278,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,278,279,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,279,280,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,280,281,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,281,282,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,282,283,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,283,284,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,284,285,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,285,286,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,286,287,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,287,288,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,288,289,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,289,290,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,290,291,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,291,292,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,292,293,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,293,294,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,294,295,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,295,296,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,296,297,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,297,298,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,298,299,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,299,300,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,300,301,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,301,302,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,302,303,observed,,
NG86,0.0,0.0,0.0,0.0,ND1,303,304,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,0,1,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,1,2,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,2,3,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,3,4,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,4,5,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,5,6,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,6,7,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,7,8,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,8,9,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,9,10,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,10,11,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,11,12,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,12,13,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,13,14,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,14,15,observed,,
NG86,0.14814814814814814,0.3185038150091453,0.0,0.0,ND4L,15,16,observed,piN,15.0
NG86,0.0,0.0,0.0,0.0,ND4L,16,17,observed,,
NG86,0.0,0.0,0.0,0.0,ND4L,17,18,observed,,
